A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,tag
0.433357653,0.637574432,0.628608344,0.367170286,0.653722741,0.15289385,0.02271996,0.482956014,0.986026652,0.967396689,0.054602883,0.18660728,0.826538493,0.295336036,0.191984007,0.102647477,0.566895352,0.873782911,0.663911014,0.010195263,0.772373956,0.256104151,0.428559442,0.620793173,0.963533063,0.161861205,0.443149582,0.880096682,0.236884686,0.461523344,0.411261031,0.664968846,0.163253751,0.283613062,0.931952523,0.345767248,0.671986284,0.870298806,0.99860167,0.763569992,0.048561684,0
0.433357653,0.637574432,0.628608344,0.77035514,0.291716843,0.436826723,0.802823896,0.8012019,0.772958921,0.242340861,0.536041594,0.128799369,0.400680288,0.673066426,0.671300906,0.19059613,0.324769167,0.911621003,0.056886597,0.481707496,0.005494567,0.485343694,0.771374408,0.439334609,0.214504236,0.93808803,0.732912908,0.519383338,0.03502709,0.012301258,0.87934217,0.304634871,0.302311622,0.64541289,0.437270752,0.641924446,0.684449075,0.07966415,0.171466515,0.947368233,0.561367315,0
0.433357653,0.637574432,0.628608344,0.502586921,0.8078797,0.704144983,0.83440643,0.764425938,0.970991343,0.690392131,0.185883776,0.598391184,0.263305188,0.781198874,0.869282509,0.845043271,0.190423453,0.216766421,0.345483102,0.842429733,0.982990385,0.399847128,0.770106692,0.265021093,0.3007914,0.421768433,0.97816722,0.312653593,0.887450504,0.821129339,0.1307698,0.850087974,0.125530503,0.899111483,0.57921393,0.269541913,0.336661202,0.492512601,0.848645641,0.536762929,0.575044142,1
0.433357653,0.637574432,0.628608344,0.465159266,0.912282343,0.519543672,0.39542711,0.433883016,0.946750425,0.874991871,0.210239064,0.930504106,0.307423361,0.203849741,0.663204073,0.061295107,0.797462513,0.856183116,0.933260971,0.141168399,0.315175692,0.725263491,0.700155877,0.915388079,0.690076932,0.221773693,0.452242738,0.883654199,0.478205392,0.644131655,0.763697381,0.53202009,0.458002244,0.042569351,0.710391207,0.55437588,0.414075198,0.089576688,0.141649459,0.253346878,0.840432233,1
0.433357653,0.637574432,0.628608344,0.252622247,0.732002458,0.243461852,0.161217068,0.7368906,0.726660092,0.129862249,0.384161479,0.33784173,0.263138822,0.922811338,0.533696394,0.776193575,0.033095108,0.032639884,0.948027905,0.676127867,0.196052868,0.510787329,0.369605537,0.631494336,0.103769815,0.079775956,0.15989884,0.761521459,0.255531396,0.061356819,0.518369807,0.360890628,0.827384936,0.312131218,0.411172866,0.638654535,0.23201686,0.046091622,0.24155614,0.559818395,0.013696014,0
0.433357653,0.637574432,0.628608344,0.808128145,0.664643925,0.270609831,0.614379178,0.760469614,0.015937706,0.535235968,0.041977137,0.723656322,0.295532712,0.799756697,0.144231479,0.339280646,0.825730136,0.43203874,0.938589518,0.425965729,0.369136027,0.430996854,0.542651432,0.960591649,0.806528631,0.755030324,0.373614488,0.900146799,0.376575567,0.310408144,0.150336224,0.180601177,0.794181283,0.709531127,0.774072389,0.249942649,0.875346056,0.256006684,0.253644724,0.461801107,0.527661725,0
0.433357653,0.637574432,0.628608344,0.462507053,0.094984834,0.17013997,0.257187535,0.70195153,0.169275153,0.381147157,0.130642828,0.946089023,0.162619402,0.675596133,0.876824417,0.662518874,0.719387795,0.016659155,0.650166239,0.867869106,0.013118653,0.457169221,0.29136818,0.570117324,0.408740305,0.130405612,0.017397714,0.031640393,0.007521893,0.403471946,0.207378436,0.452274771,0.610030497,0.040500789,0.459386728,0.279876063,0.950623088,0.762466806,0.25736746,0.006503736,0.803386931,0
0.433357653,0.637574432,0.628608344,0.136727437,0.455446808,0.612277808,0.453310966,0.286888261,0.438861583,0.424520873,0.485820419,0.28400127,0.599933813,0.421466254,0.294131517,0.406829768,0.784885549,0.540956068,0.732057015,0.734679658,0.986168516,0.957387814,0.088199841,0.921220803,0.619332082,0.921170752,0.135018978,0.255239276,0.146307785,0.988010011,0.554502897,0.067488114,0.181843422,0.864033979,0.736248767,0.602986271,0.56416956,0.125281751,0.138594938,0.738243845,0.832379612,0
0.433357653,0.637574432,0.628608344,0.234377098,0.59370167,0.305566012,0.566692997,0.427513099,0.711641579,0.090940865,0.723502237,0.113620868,0.548307707,0.830875448,0.342965358,0.532042564,0.381301443,0.373892402,0.207286908,0.100604023,0.237486562,0.362901937,0.133125809,0.447190008,0.53634288,0.806119782,0.876112406,0.744705899,0.210033377,0.409792859,0.587025062,0.226489527,0.618229559,0.031180037,0.928910266,0.379242667,0.967631995,0.14517747,0.607914291,0.544325179,0.338329411,0
0.433357653,0.637574432,0.628608344,0.446524895,0.67212054,0.716391891,0.220335943,0.870253927,0.481300303,0.402611935,0.232729875,0.096056165,0.379433498,0.092264844,0.377935527,0.029866344,0.973486342,0.558500567,0.702625728,0.006584975,0.739358366,0.082703811,0.798040312,0.305881516,0.565619943,0.452489084,0.584851356,0.208700182,0.581438963,0.995754667,0.900932428,0.029581391,0.262946232,0.343716701,0.777077176,0.176886323,0.067852013,0.841166583,0.557901682,0.814333329,0.891410353,0
0.433357653,0.637574432,0.628608344,0.109934727,0.669967802,0.163287844,0.239775529,0.625598967,0.743907919,0.451885864,0.662463066,0.525229661,0.485513754,0.086919403,0.2965374,0.101869203,0.366641686,0.589717362,0.168855719,0.773032757,0.192823557,0.423004642,0.417958366,0.121687877,0.614164174,0.697114509,0.827397873,0.853828837,0.83554561,0.501604133,0.593222389,0.084298316,0.386999271,0.419557315,0.032354311,0.427942237,0.001323978,0.136455423,0.036977873,0.530148949,0.612751815,0
0.433357653,0.637574432,0.628608344,0.304222628,0.830764608,0.934305817,0.756632959,0.836093992,0.090138905,0.732473859,0.408707287,0.400992706,0.25128302,0.200025927,0.972074628,0.911239193,0.378798395,0.107076227,0.983666686,0.930336872,0.377479592,0.11073645,0.313175846,0.633658038,0.728033436,0.396938236,0.519953647,0.132290164,0.971548749,0.850178963,0.213933508,0.944163442,0.416421014,0.926606729,0.174975688,0.175650433,0.308418959,0.591931429,0.629304231,0.025194193,0.041478551,0
0.433357653,0.637574432,0.628608344,0.625677585,0.003342552,0.877693523,0.673050706,0.329225122,0.650193948,0.259832132,0.657652593,0.931357009,0.230828808,0.912146635,0.517439131,0.340744143,0.474010067,0.086602296,0.188116971,0.083382301,0.78752393,0.493858271,0.516939072,0.216192256,0.043405976,0.398044031,0.597166014,0.017930344,0.849061313,0.972426671,0.999759783,0.846168276,0.008113483,0.379654924,0.433492181,0.703733812,0.498668697,0.943186612,0.951732115,0.402811941,0.513388141,0
0.433357653,0.637574432,0.628608344,0.40388469,0.766389375,0.682981752,0.760051603,0.185250836,0.370159956,0.377027371,0.253245764,0.563920989,0.468646285,0.57557204,0.158435506,0.133218977,0.060011422,0.547275545,0.733333756,0.316507624,0.711556601,0.339825747,0.762068796,0.284954357,0.999679298,0.270842739,0.431128324,0.01916848,0.356454841,0.785471814,0.652558414,0.039256792,0.228300583,0.594836764,0.064101478,0.270267667,0.461484463,0.592005153,0.743387009,0.092506114,0.616417813,0
0.433357653,0.637574432,0.628608344,0.872039654,0.733515574,0.472554646,0.20500311,0.962773068,0.824885387,0.032566891,0.279768919,0.645044849,0.48603865,0.164758657,0.545342276,0.075477005,0.799469041,0.151803164,0.857303391,0.026002573,0.859345196,0.294142688,0.926363693,0.886078491,0.17629144,0.783384413,0.100471392,0.312534073,0.406650792,0.342846268,0.40512924,0.050814985,0.238050429,0.124974264,0.923445531,0.156829241,0.773223673,0.336479288,0.3326229,0.076739531,0.00038169,0
0.433357653,0.637574432,0.628608344,0.951344713,0.944988078,0.082412082,0.802106718,0.43951521,0.493256086,0.048549256,0.270239405,0.572728045,0.483583725,0.968981866,0.941672334,0.438161874,0.378860259,0.198484605,0.202007026,0.601127996,0.309744809,0.652427086,0.564865319,0.016642441,0.794642013,0.76275625,0.067729467,0.290562153,0.674103249,0.768854538,0.312909596,0.571981655,0.417084905,0.961071083,0.292847575,0.145866948,0.145562576,0.852452111,0.48363728,0.481870118,0.549318705,0
0.433357653,0.637574432,0.628608344,0.803022783,0.007264763,0.066587752,0.821886745,0.144169412,0.516631496,0.070876087,0.929913531,0.507531753,0.340106159,0.596911498,0.150203758,0.805617681,0.148436372,0.886645967,0.787559657,0.225468733,0.250115867,0.173572268,0.724441138,0.637416163,0.084298193,0.020661812,0.366542155,0.094250959,0.514283915,0.820882612,0.235613979,0.777091651,0.328936934,0.124559923,0.870738618,0.48399334,0.52288929,0.822079484,0.220626847,0.71591304,0.27427908,0
0.433357653,0.637574432,0.628608344,0.984380943,0.58610138,0.545338828,0.994447744,0.160153658,0.897621507,0.560939316,0.327787353,0.853368749,0.693914869,0.649613336,0.644595404,0.359142536,0.580485008,0.583979574,0.592081085,0.938308623,0.0257762,0.69012986,0.777853442,0.706733505,0.464993494,0.98164413,0.617374041,0.833536939,0.602517689,0.799125778,0.176699076,0.869966569,0.127024711,0.360755535,0.703576547,0.099601763,0.459257596,0.038847683,0.987099285,0.568210798,0.025991646,1
0.433357653,0.637574432,0.628608344,0.26986034,0.543566213,0.017878591,0.874239968,0.029954349,0.804935407,0.490340663,0.606335578,0.799835685,0.428082604,0.188375606,0.929523182,0.907294742,0.15313209,0.56801835,0.644624087,0.806816011,0.527744607,0.462001287,0.730547155,0.518401209,0.717810893,0.613402379,0.618630613,0.339842093,0.735930115,0.091429538,0.682244337,0.653565668,0.236669312,0.967559444,0.126488205,0.213930304,0.033475218,0.486988221,0.396274685,0.195363762,0.877538987,0
0.433357653,0.637574432,0.628608344,0.266490774,0.021189477,0.340937033,0.190954678,0.209297696,0.57863966,0.693748865,0.816316453,0.518539053,0.716260238,0.083301036,0.228676236,0.260097905,0.805191708,0.211580735,0.17027615,0.685377537,0.485583757,0.123807295,0.864743675,0.774184805,0.253740749,0.949614953,0.617903616,0.194591816,0.986123965,0.281161893,0.304885726,0.004132696,0.350322442,0.851871156,0.866263357,0.68596786,0.253489618,0.115539157,0.371269902,0.046585327,0.016510496,0
0.433357653,0.637574432,0.628608344,0.284672257,0.799914221,0.653651116,0.573708977,0.089011294,0.442194049,0.484289919,0.357668874,0.333027536,0.503583565,0.139316985,0.35893044,0.168316332,0.693654228,0.942174741,0.983565186,0.191906277,0.112326171,0.915342372,0.025735651,0.764803631,0.161556963,0.291071248,0.275858444,0.605118787,0.769460866,0.395727715,0.48973014,0.390623619,0.816690209,0.467672479,0.111655226,0.971495149,0.865448654,0.20230521,0.292781446,0.01229744,0.288579227,0
0.433357653,0.637574432,0.628608344,0.439571917,0.976058009,0.370018101,0.321987094,0.503359279,0.463067734,0.663962353,0.153226551,0.54943657,0.276494096,0.714057351,0.176982308,0.036198875,0.618126398,0.633074568,0.32492278,0.80174052,0.547159022,0.335446263,0.041819751,0.69948748,0.764703935,0.838728278,0.699536595,0.791223712,0.291187103,0.226537221,0.41224445,0.102936085,0.960721581,0.860711969,0.074125672,0.97147753,0.669025347,0.346074922,0.791548547,0.783646873,0.080120219,0
0.433357653,0.637574432,0.628608344,0.71646567,0.169526485,0.891613515,0.293517877,0.409320314,0.685423583,0.382990922,0.173246112,0.744037703,0.66610766,0.678111063,0.466342449,0.406714671,0.390392261,0.004989296,0.652474397,0.04887252,0.322189499,0.109227146,0.677927176,0.448245979,0.703212558,0.108694825,0.347614648,0.429163918,0.772019342,0.512249388,0.660556344,0.746483654,0.693093519,0.118738277,0.485261631,0.562923818,0.127911886,0.608089924,0.623802234,0.926679056,0.158933788,0
0.433357653,0.637574432,0.628608344,0.891327286,0.885175928,0.975141512,0.928270513,0.024977159,0.691156112,0.156967512,0.208084339,0.082013189,0.805853308,0.663808195,0.633900645,0.637492786,0.084725794,0.024141406,0.156071607,0.304221771,0.967358195,0.332410769,0.407914176,0.669849807,0.928259919,0.071744561,0.989929391,0.755399314,0.657392672,0.577329089,0.359777076,0.841654177,0.917186841,0.518709233,0.899129188,0.261829911,0.999270661,0.523281463,0.836775101,0.961758175,0.208088453,1
0.433357653,0.637574432,0.628608344,0.038205282,0.302840299,0.963924091,0.666590405,0.443550495,0.490219105,0.442233902,0.825501956,0.249082346,0.858120613,0.362334124,0.905704473,0.188868591,0.745270723,0.638229913,0.125414037,0.874746948,0.433016221,0.060261971,0.508194748,0.501839712,0.849569773,0.493297167,0.58171684,0.507710722,0.787579134,0.733595445,0.358482891,0.937445441,0.994127251,0.534804038,0.456735255,0.276167601,0.938126501,0.46516053,0.78554274,0.592275836,0.594616401,1
0.433357653,0.637574432,0.628608344,0.569809285,0.325954688,0.795731792,0.094696485,0.108694164,0.300379678,0.413257568,0.147880583,0.666900279,0.106922341,0.269253778,0.806179591,0.025402939,0.419229791,0.652672727,0.824134278,0.376762289,0.167817424,0.230033992,0.357340169,0.309087159,0.616188274,0.132039124,0.742477701,0.600532193,0.870112961,0.391774534,0.575718838,0.264142757,0.154736188,0.3820352,0.633161496,0.105950166,0.763982853,0.733882751,0.631995981,0.976137449,0.160646693,0
0.433357653,0.637574432,0.628608344,0.423664331,0.774186625,0.070771344,0.331517951,0.584742037,0.645028061,0.97875105,0.437756661,0.737237883,0.005417736,0.732123598,0.019246321,0.565066954,0.240063805,0.701521171,0.160032543,0.982601048,0.552660845,0.468388786,0.653444224,0.729736841,0.32132404,0.781656947,0.9045712,0.744460761,0.812963734,0.481682715,0.218395491,0.30351858,0.101061579,0.789404808,0.366144076,0.090079079,0.547224486,0.553379207,0.344747169,0.671344492,0.985421849,1
0.433357653,0.637574432,0.628608344,0.214983873,0.052322264,0.634837034,0.113952993,0.859089407,0.097292188,0.864495196,0.555595329,0.012347901,0.741084085,0.659059455,0.104597267,0.908798553,0.812559297,0.284827363,0.922620037,0.960222908,0.925873771,0.443299796,0.587855984,0.49391208,0.325408111,0.189820997,0.669362587,0.839492113,0.920572712,0.10451905,0.784438649,0.340083565,0.724637951,0.566253213,0.946716873,0.532768712,0.688027837,0.264367774,0.718428138,0.127411266,0.887403797,1
0.433357653,0.637574432,0.628608344,0.36322646,0.191748896,0.632349777,0.556122428,0.666819651,0.095950373,0.144700725,0.941779943,0.848891374,0.272615647,0.997062528,0.981801428,0.809377415,0.816402893,0.22274419,0.265526292,0.010231245,0.135678932,0.012475761,0.279814929,0.520002728,0.864186591,0.860138579,0.987581237,0.098048641,0.770589145,0.660825175,0.180955245,0.917413124,0.899265503,0.181856552,0.756942322,0.267159215,0.909630982,0.273576044,0.04339561,0.439028045,0.170366938,0
0.433357653,0.637574432,0.628608344,0.491973684,0.655337142,0.12165718,0.296354772,0.809103171,0.835000852,0.350163202,0.816390894,0.770814048,0.184235272,0.132311929,0.659799438,0.698364224,0.54700599,0.017645288,0.757867279,0.501773137,0.598559314,0.101726536,0.973629734,0.014490966,0.105438803,0.554211171,0.8832269,0.81909749,0.945568412,0.495312642,0.919421812,0.464328322,0.455950439,0.952010163,0.875606558,0.909388159,0.344023859,0.944255279,0.099326594,0.692968612,0.467594085,1
0.433357653,0.637574432,0.628608344,0.590158252,0.247985093,0.055802241,0.935631973,0.390761942,0.786333225,0.159744508,0.603881412,0.234448078,0.417619912,0.6395993,0.326992221,0.30072391,0.030136695,0.683117335,0.695043047,0.298207769,0.497526393,0.417769825,0.331279784,0.760559098,0.864137106,0.877502392,0.817877193,0.420749174,0.078253349,0.547304823,0.813884375,0.69548013,0.662980065,0.676792732,0.780248549,0.255571792,0.371287894,0.063400877,0.52474238,0.821787054,0.433978506,0
0.433357653,0.637574432,0.628608344,0.042256601,0.896714584,0.667688625,0.677375598,0.716197307,0.139927184,0.14916496,0.095024623,0.63877634,0.342940226,0.670500236,0.756774959,0.275287774,0.535730283,0.032648023,0.885239951,0.822290254,0.258224245,0.571962034,0.581417642,0.443095768,0.547713483,0.878274391,0.137659953,0.56093195,0.861305569,0.967381201,0.361169036,0.237303741,0.99145269,0.265567298,0.604295625,0.34609311,0.584450027,0.601098316,0.044098253,0.413146187,0.528239775,0
0.433357653,0.637574432,0.628608344,0.769812593,0.779654534,0.897771807,0.463557077,0.988919968,0.701979625,0.366070966,0.240062687,0.807128196,0.49813961,0.640817495,0.894522157,0.036290745,0.55123973,0.734112252,0.494280574,0.785382881,0.148719205,0.16962543,0.07022986,0.376751573,0.95644512,0.988421136,0.53134367,0.858835099,0.553099115,0.001805663,0.615272376,0.941213654,0.269204817,0.619288063,0.423807674,0.148034604,0.530768941,0.331699565,0.518057796,0.081809269,0.295011235,1
0.433357653,0.637574432,0.628608344,0.704285684,0.968586415,0.813513367,0.311472873,0.215399069,0.552141854,0.485160813,0.79521798,0.075516974,0.990794756,0.496299629,0.724242351,0.728133508,0.685638249,0.039251951,0.506989289,0.608521363,0.697387088,0.141286521,0.053855278,0.483174326,0.914685348,0.657870704,0.189542148,0.48190857,0.057679275,0.998113973,0.219321159,0.794741278,0.359025685,0.711449772,0.393440188,0.129284989,0.420068904,0.781927725,0.482381215,0.317004776,0.970259876,1
0.433357653,0.637574432,0.628608344,0.662816536,0.033236721,0.229890068,0.875083733,0.271479969,0.11869271,0.035891028,0.847281443,0.514039018,0.406441487,0.18415003,0.304134457,0.804507192,0.482897616,0.638955488,0.266820172,0.096645424,0.127445371,0.799988891,0.785099686,0.903937296,0.815068688,0.228156611,0.129993223,0.414592182,0.675678532,0.891880513,0.909288485,0.553623406,0.818209804,0.507905262,0.810294021,0.752194236,0.114630894,0.518159334,0.060925439,0.068504683,0.776644476,0
0.433357653,0.637574432,0.628608344,0.064340238,0.973149022,0.797932687,0.433340247,0.235070247,0.694171903,0.335629599,0.783656461,0.979381355,0.469083868,0.736364272,0.867140928,0.152870873,0.587311501,0.280503011,0.054249598,0.346681112,0.87999779,0.379624486,0.664122902,0.503742869,0.795171506,0.39246463,0.448633123,0.034790912,0.417361939,0.021635262,0.40596525,0.43201888,0.716346845,0.981596855,0.45499461,0.111912096,0.135799834,0.449853133,0.88107881,0.408545675,0.220340003,0
0.433357653,0.637574432,0.628608344,0.787838141,0.225540216,0.214526337,0.761686893,0.499723266,0.462607483,0.540345608,0.085659444,0.251531051,0.034603551,0.435673789,0.690486461,0.507242263,0.634122024,0.02524893,0.566682026,0.237445487,0.105929468,0.431551776,0.595888204,0.613256697,0.601427476,0.670416417,0.205848471,0.235425108,0.686489375,0.138912731,0.414215985,0.276921427,0.882078965,0.040490098,0.873521982,0.39086139,0.275003571,0.495149825,0.020282075,0.459928581,0.041474664,0
0.433357653,0.637574432,0.628608344,0.943135322,0.042128495,0.379201854,0.739814006,0.221031338,0.836768966,0.613881116,0.761438168,0.978933205,0.489069921,0.10791842,0.649650289,0.081958174,0.603766931,0.226604014,0.655228638,0.996303497,0.666989887,0.47783161,0.125160614,0.572884636,0.861581636,0.756226841,0.231631142,0.450544769,0.308748669,0.480726136,0.550714916,0.101914824,0.408040833,0.381939684,0.094395397,0.542463714,0.873020027,0.816154968,0.27016328,0.54713757,0.484689283,0
0.433357653,0.637574432,0.628608344,0.001845947,0.008233184,0.085910259,0.684881427,0.986886299,0.532639113,0.036918713,0.783091896,0.59553884,0.95321165,0.394537799,0.96581038,0.571478774,0.50720034,0.938741048,0.399132749,0.748508455,0.871642285,0.429095838,0.377119943,0.658976989,0.943946238,0.042304213,0.569481926,0.613973249,0.747535252,0.207298508,0.042444641,0.907832755,0.445253981,0.827212932,0.838994534,0.30597112,0.270244663,0.502587477,0.543109698,0.239054663,0.039894979,0
0.433357653,0.637574432,0.628608344,0.067863466,0.156030813,0.5776146,0.586694799,0.320748527,0.439164021,0.480272945,0.936027176,0.965672403,0.551797584,0.543953625,0.277205869,0.746290476,0.122983304,0.828615362,0.775543187,0.478611079,0.167545236,0.992039133,0.686338247,0.927145814,0.522967281,0.668479725,0.600145951,0.187984212,0.70745143,0.560103581,0.475007696,0.824402171,0.870890961,0.332544874,0.058183704,0.24727937,0.660937202,0.287852797,0.282615523,0.261354881,0.096462157,0
0.433357653,0.637574432,0.628608344,0.808457856,0.585231775,0.349230388,0.12168093,0.695545365,0.156895337,0.993923625,0.8313566,0.376316412,0.220143571,0.836883011,0.399142436,0.050486868,0.742709195,0.418956272,0.064088215,0.036895955,0.5053062,0.068346666,0.349521064,0.694562935,0.949331397,0.837894206,0.295590519,0.921475498,0.879460032,0.08964106,0.747388246,0.790194723,0.335408727,0.604936137,0.420042675,0.42394518,0.950935064,0.697035068,0.244064177,0.870926156,0.015079112,0
0.433357653,0.637574432,0.628608344,0.569065194,0.911570216,0.675377,0.930597113,0.223132053,0.778263827,0.566169132,0.243359765,0.614343798,0.460089262,0.885264353,0.262603004,0.09682443,0.388567473,0.911418609,0.560415165,0.529834938,0.474888517,0.426645121,0.726872215,0.791375633,0.101017971,0.724284627,0.316066472,0.904569101,0.875431337,0.228129033,0.044077236,0.797557704,0.913057594,0.835710682,0.318514526,0.056597439,0.156406141,0.431469718,0.182946296,0.206442586,0.289327841,0
0.433357653,0.637574432,0.628608344,0.199805868,0.854092704,0.259594027,0.553692478,0.318051562,0.725794925,0.084262854,0.363043124,0.639439372,0.337928576,0.104169755,0.35129555,0.705695288,0.277387803,0.78758341,0.878365027,0.36182353,0.538775706,0.188518943,0.625338072,0.944220053,0.621264505,0.642272973,0.42895057,0.356768128,0.067632571,0.792324553,0.978262689,0.840072356,0.677038663,0.978788825,0.909649638,0.514825492,0.184627524,0.899991507,0.379278926,0.206081699,0.745500773,1
0.433357653,0.637574432,0.628608344,0.570689625,0.542552008,0.346310422,0.853991126,0.86351521,0.092431772,0.746429911,0.47846146,0.589065564,0.252986523,0.182351485,0.474060195,0.986728315,0.417988626,0.810938075,0.380704001,0.413340253,0.808142053,0.090685905,0.690825988,0.723498753,0.696881485,0.187505354,0.119957366,0.734831284,0.486416847,0.91784309,0.846915584,0.010766383,0.14699916,0.100786922,0.374542692,0.451460286,0.49477244,0.953868905,0.470086694,0.258454908,0.162351495,0
0.433357653,0.637574432,0.628608344,0.034331385,0.793389297,0.763716526,0.066337162,0.238355764,0.635303077,0.448579686,0.592182181,0.593465539,0.081424632,0.785726475,0.485705812,0.986351012,0.05352844,0.326551296,0.434027849,0.5094087,0.392577068,0.561921892,0.770645014,0.816275177,0.045261004,0.809301159,0.12540187,0.464711631,0.814309489,0.611266587,0.877815446,0.36587523,0.874670715,0.612071732,0.78609226,0.91860166,0.847848115,0.776655495,0.540243438,0.124026243,0.971800893,1
0.433357653,0.637574432,0.628608344,0.766838682,0.092634288,0.567573726,0.327052724,0.823578892,0.714024809,0.007554955,0.945671283,0.747997004,0.232508589,0.44873775,0.964235321,0.015925585,0.668639828,0.297880304,0.42925508,0.065215727,0.075886957,0.456926874,0.17058573,0.290907877,0.724317602,0.726012419,0.556748745,0.416056745,0.237545856,0.033165794,0.61289145,0.972420585,0.323848798,0.579531458,0.151093897,0.982899472,0.061361857,0.582499402,0.194396331,0.887135277,0.12518365,0
0.433357653,0.637574432,0.628608344,0.43418886,0.151179769,0.272874962,0.171637836,0.308348529,0.140811678,0.168164022,0.611516808,0.769815326,0.111004764,0.198610985,0.821953264,0.566764687,0.432718673,0.161860928,0.471285698,0.60773813,0.518048961,0.479097386,0.934723253,0.124589137,0.167697533,0.828802685,0.380268604,0.69514187,0.352211662,0.76142857,0.610278793,0.876944147,0.563285112,0.525916073,0.66947352,0.227594505,0.424057063,0.031510891,0.169568567,0.544074274,0.237907054,0
0.433357653,0.637574432,0.628608344,0.988413093,0.71857853,0.670852209,0.002531834,0.642132447,0.097184316,0.486329419,0.907237412,0.916270669,0.188761648,0.995484202,0.110241974,0.839035453,0.525388837,0.81597352,0.680346051,0.256733625,0.336917551,0.548111979,0.68923554,0.708062992,0.370971943,0.883130948,0.020829369,0.894356633,0.670991683,0.448354899,0.187901659,0.788032827,0.968151523,0.104889959,0.546784596,0.041203074,0.973784769,0.177556663,0.616767919,0.766261793,0.34857275,1
0.433357653,0.637574432,0.628608344,0.615454427,0.990203495,0.214842093,0.240552307,0.886211597,0.916579259,0.617434639,0.629964849,0.634580846,0.360208091,0.120551277,0.623817365,0.322536734,0.750933359,0.328990639,0.198060967,0.541817013,0.1371505,0.739706433,0.439666283,0.036144052,0.340897138,0.766195791,0.74106405,0.893824124,0.244245408,0.681345532,0.205037196,0.5215789,0.111214862,0.10143608,0.561719339,0.140093121,0.615843878,0.209606117,0.458109881,0.661616683,0.030247564,0
0.433357653,0.637574432,0.628608344,0.195141262,0.33387519,0.152048103,0.639990464,0.401407607,0.151987961,0.666374112,0.936243354,0.599960707,0.769030063,0.168175593,0.070621913,0.824221726,0.636484671,0.686257829,0.776187609,0.783740905,0.924962585,0.58835529,0.993668984,0.836904601,0.809675081,0.512998462,0.978176518,0.310058965,0.80330972,0.293633535,0.62969022,0.750720086,0.20815448,0.321341315,0.810455013,0.368249754,0.704211247,0.613560577,0.18452568,0.374598679,0.377257127,1
0.433357653,0.637574432,0.628608344,0.420352834,0.205082403,0.94627302,0.197983465,0.283644886,0.046180354,0.049267373,0.661886778,0.712261225,0.489428266,0.313056093,0.885875705,0.509512269,0.566556992,0.97886564,0.640675788,0.785977033,0.597484554,0.50787155,0.387521586,0.044585385,0.516067669,0.012814881,0.044774553,0.953259251,0.140398252,0.847853149,0.427939262,0.790064081,0.766221207,0.870580357,0.980762046,0.163022049,0.598562955,0.246007726,0.620747327,0.914823982,0.213744409,0
0.433357653,0.637574432,0.628608344,0.890829718,0.53151887,0.314482093,0.35258195,0.660801803,0.701659455,0.212011782,0.815749684,0.966167694,0.346034634,0.097423485,0.448487087,0.307753784,0.669955671,0.423645894,0.342623309,0.715151779,0.933882473,0.269560375,0.037040566,0.307889365,0.819613103,0.696502992,0.753346643,0.542953299,0.406218363,0.511297479,0.974681154,0.049539911,0.365412337,0.097226053,0.052802475,0.731530862,0.364416367,0.682582303,0.802832106,0.795926548,0.008470936,0
0.433357653,0.637574432,0.628608344,0.045545689,0.110980723,0.403595941,0.71518356,0.536807245,0.002748923,0.014947629,0.700953865,0.908745907,0.933192392,0.823485299,0.50665798,0.175589367,0.129649029,0.529900243,0.32294315,0.270534419,0.47623685,0.283072149,0.156341936,0.32674662,0.429467107,0.57297929,0.978173061,0.183593584,0.199956922,0.942616421,0.94366088,0.074358233,0.470690019,0.682582821,0.001047048,0.898606682,0.324180872,0.983088406,0.151772991,0.262555835,0.310254461,0
0.433357653,0.637574432,0.628608344,0.280705539,0.387307104,0.657957497,0.99797744,0.361224183,0.705864927,0.976798521,0.837798101,0.475720941,0.112389763,0.359015924,0.307040156,0.529043411,0.696901748,0.466846564,0.620786288,0.856277798,0.685743618,0.586601769,0.320148249,0.159777556,0.225649516,0.375961224,0.978082675,0.91921622,0.213134562,0.919372802,0.545845542,0.311454785,0.803388485,0.441093906,0.527953761,0.566123108,0.058428638,0.732225973,0.465969826,0.408501872,0.686169519,1
0.433357653,0.637574432,0.628608344,0.805951967,0.672323373,0.803718998,0.68774605,0.01645136,0.138016177,0.752842734,0.860032549,0.542500878,0.982215933,0.929326003,0.409907159,0.713924934,0.584078048,0.677804409,0.240962296,0.334269479,0.185740913,0.217987693,0.731490523,0.4254056,0.378601711,0.718637169,0.661858224,0.749742768,0.404494436,0.341252181,0.680646826,0.706676561,0.991578516,0.835485941,0.01830892,0.523226959,0.338735288,0.789840345,0.647427084,0.722732617,0.358080005,1
0.433357653,0.637574432,0.628608344,0.982587312,0.716687173,0.155347807,0.413314492,0.281260486,0.934997103,0.712503844,0.806664785,0.461607989,0.510112537,0.193726358,0.812335435,0.74485913,0.503211942,0.059462934,0.364276829,0.22008569,0.915672232,0.807021821,0.69053672,0.017757727,0.327720261,0.522541038,0.725282079,0.986467188,0.379269659,0.048483852,0.511392519,0.354144289,0.409856195,0.38832321,0.316440154,0.839721986,0.759798258,0.056795659,0.481323136,0.524877456,0.114301105,0
